:START_ID(Person),:END_ID(Person),:TYPE,count:int
Lisa,William Maher,CO_APPEARS_WITH,1
Lucretia,Sara Holder,CO_APPEARS_WITH,7
Lucretia,Wendy Balthazor,CO_APPEARS_WITH,1
Lucretia Williams,Wendy Balthazor,CO_APPEARS_WITH,2
Mara Thacker,Wendy Balthazor,CO_APPEARS_WITH,2
Mary Laskowski,Wendy Balthazor,CO_APPEARS_WITH,2
Peg Burnette,Wendy Balthazor,CO_APPEARS_WITH,2
Sara Holder,Wendy Balthazor,CO_APPEARS_WITH,2
Tom Teper,Wendy Balthazor,CO_APPEARS_WITH,2
Wendy Balthazor,William Maher,CO_APPEARS_WITH,1
Bill Maher,Tim Newman,CO_APPEARS_WITH,5
Bill Maher,Wiki,CO_APPEARS_WITH,1
Bill Maher,William Mischo,CO_APPEARS_WITH,4
David Ward,Wiki,CO_APPEARS_WITH,1
Jennifer Teper,Wiki,CO_APPEARS_WITH,1
John Wilkin,Wiki,CO_APPEARS_WITH,1
Lucretia,Wiki,CO_APPEARS_WITH,1
Lucretia Williams,Wiki,CO_APPEARS_WITH,1
Lynne Rudasill,Tim Newman,CO_APPEARS_WITH,5
Lynne Rudasill,Wiki,CO_APPEARS_WITH,1
Lynne Thomas,Tim Newman,CO_APPEARS_WITH,7
Lynne Thomas,Wiki,CO_APPEARS_WITH,1
Mara Thacker,Wiki,CO_APPEARS_WITH,1
Paula Carns,Wiki,CO_APPEARS_WITH,1
Tim Newman,Wiki,CO_APPEARS_WITH,1
Tim Newman,William Mischo,CO_APPEARS_WITH,3
Wiki,William Maher,CO_APPEARS_WITH,1
Wiki,William Mischo,CO_APPEARS_WITH,1
Burnette,David,CO_APPEARS_WITH,1
Burnette,David Ward,CO_APPEARS_WITH,1
Burnette,Ellen Swain,CO_APPEARS_WITH,1
Burnette,Harriett Green,CO_APPEARS_WITH,1
Burnette,Heather Murphy,CO_APPEARS_WITH,1
Burnette,Heidi Imker,CO_APPEARS_WITH,1
Burnette,John,CO_APPEARS_WITH,1
Burnette,John Wilkin,CO_APPEARS_WITH,1
Burnette,Law,CO_APPEARS_WITH,1
Burnette,Mary Laskowski,CO_APPEARS_WITH,1
Burnette,Outreach,CO_APPEARS_WITH,2
Burnette,Tom Teper,CO_APPEARS_WITH,1
David,Ellen Swain,CO_APPEARS_WITH,3
David,Law,CO_APPEARS_WITH,1
Ellen Swain,Law,CO_APPEARS_WITH,3
Harriett Green,Law,CO_APPEARS_WITH,2
Heather Murphy,Law,CO_APPEARS_WITH,1
Heidi Imker,Law,CO_APPEARS_WITH,4
John Wilkin,Law,CO_APPEARS_WITH,8
Law,Mary Laskowski,CO_APPEARS_WITH,8
Law,Outreach,CO_APPEARS_WITH,1
Chris,Claire,CO_APPEARS_WITH,1
Chris,MJ Han,CO_APPEARS_WITH,6
Chris,Sara Holder Sara,CO_APPEARS_WITH,1
Chris Prom,MJ Han,CO_APPEARS_WITH,3
Chris Prom,Sara Holder Sara,CO_APPEARS_WITH,1
Chris Wiley,Claire,CO_APPEARS_WITH,2
Chris Wiley,Sara Holder Sara,CO_APPEARS_WITH,1
Claire,David,CO_APPEARS_WITH,1
Claire,David Ward,CO_APPEARS_WITH,1
Claire,Jennifer Teper,CO_APPEARS_WITH,2
Claire,Joe Lenkart,CO_APPEARS_WITH,2
Claire,Kelli Trei,CO_APPEARS_WITH,2
Claire,Kirstin Johnson,CO_APPEARS_WITH,2
Claire,MJ Han,CO_APPEARS_WITH,2
Claire,Mara Thacker,CO_APPEARS_WITH,2
Claire,Mary Laskowski,CO_APPEARS_WITH,1
Claire,Sara,CO_APPEARS_WITH,1
Claire,Sara Holder,CO_APPEARS_WITH,1
Claire,Sara Holder Sara,CO_APPEARS_WITH,1
Claire,Sarah Williams,CO_APPEARS_WITH,2
Claire,Tom Teper,CO_APPEARS_WITH,1
Claire,Victor,CO_APPEARS_WITH,1
Claire,Victor Jones,CO_APPEARS_WITH,1
David,MJ Han,CO_APPEARS_WITH,1
David,Sara Holder Sara,CO_APPEARS_WITH,1
Jennifer Teper,MJ Han,CO_APPEARS_WITH,14
Jennifer Teper,Sara Holder Sara,CO_APPEARS_WITH,1
Joe Lenkart,Sara,CO_APPEARS_WITH,3
Joe Lenkart,Sara Holder Sara,CO_APPEARS_WITH,1
Kelli Trei,Sara Holder Sara,CO_APPEARS_WITH,1
Kirstin Johnson,Sara,CO_APPEARS_WITH,1
Kirstin Johnson,Sara Holder Sara,CO_APPEARS_WITH,1
Kirstin Johnson,Victor,CO_APPEARS_WITH,2
Kirstin Johnson,Victor Jones,CO_APPEARS_WITH,2
MJ Han,Sara,CO_APPEARS_WITH,2
MJ Han,Sara Holder,CO_APPEARS_WITH,3
MJ Han,Sara Holder Sara,CO_APPEARS_WITH,1
MJ Han,Victor,CO_APPEARS_WITH,1
MJ Han,Victor Jones,CO_APPEARS_WITH,1
Mara Thacker,Sara Holder Sara,CO_APPEARS_WITH,1
Mary Laskowski,Sara,CO_APPEARS_WITH,4
Mary Laskowski,Sara Holder Sara,CO_APPEARS_WITH,1
Mary Laskowski,Victor,CO_APPEARS_WITH,1
Sara,Sarah Williams,CO_APPEARS_WITH,1
Sara Holder,Victor,CO_APPEARS_WITH,1
Sara Holder Sara,Sarah Williams,CO_APPEARS_WITH,1
Sara Holder Sara,Victor,CO_APPEARS_WITH,1
Sara Holder Sara,Victor Jones,CO_APPEARS_WITH,1
Sarah Williams,Victor,CO_APPEARS_WITH,2
Sarah Williams,Victor Jones,CO_APPEARS_WITH,2
Cangellaris,Paula Carns,CO_APPEARS_WITH,4
Cangellaris,William Maher,CO_APPEARS_WITH,6
Cangellaris,William Mischo,CO_APPEARS_WITH,3
Chris Wiley,Tim Newman,CO_APPEARS_WITH,6
Jennifer Teper,Myung-Ja Han,CO_APPEARS_WITH,4
Jennifer Teper,Susan Breakenridge,CO_APPEARS_WITH,5
Joe Lenkart,Tim Newman,CO_APPEARS_WITH,6
Kirstin Johnson,Susan Breakenridge,CO_APPEARS_WITH,6
Lucretia Williams,Victor,CO_APPEARS_WITH,1
Myung-Ja Han,Susan Breakenridge,CO_APPEARS_WITH,2
Myung-Ja Han,Tim Newman,CO_APPEARS_WITH,3
Myung-Ja Han,Victor,CO_APPEARS_WITH,1
Myung-Ja Han,Victor Jones,CO_APPEARS_WITH,1
Sarah Williams,Susan Breakenridge,CO_APPEARS_WITH,6
Susan Breakenridge,Tim Newman,CO_APPEARS_WITH,3
Tim Newman,Victor,CO_APPEARS_WITH,1
Bill,Calendar,CO_APPEARS_WITH,1
Bill,Coursera,CO_APPEARS_WITH,1
Bill,MOOCS,CO_APPEARS_WITH,1
Bill Mischo,Coursera,CO_APPEARS_WITH,1
Calendar,Coursera,CO_APPEARS_WITH,1
Calendar,Ellen Swain,CO_APPEARS_WITH,1
Calendar,Harriett Green,CO_APPEARS_WITH,1
Calendar,Kirstin Dougan,CO_APPEARS_WITH,1
Calendar,Lori Mestre,CO_APPEARS_WITH,1
Calendar,MOOCS,CO_APPEARS_WITH,1
Calendar,Mary Laskowski,CO_APPEARS_WITH,1
Coursera,Ellen Swain,CO_APPEARS_WITH,1
Coursera,Harriett Green,CO_APPEARS_WITH,1
Coursera,Kirstin Dougan,CO_APPEARS_WITH,1
Coursera,Lori Mestre,CO_APPEARS_WITH,1
Ellen Swain,MOOCS,CO_APPEARS_WITH,1
Harriett Green,MOOCS,CO_APPEARS_WITH,1
Carissa,Chris,CO_APPEARS_WITH,1
Carissa,Nancy,CO_APPEARS_WITH,1
Chris,Nancy,CO_APPEARS_WITH,2
Beth Namachchivaya,Salaita,CO_APPEARS_WITH,2
Kim,Kirstin Dougan,CO_APPEARS_WITH,4
Kim,Lori Mestre,CO_APPEARS_WITH,3
Kim,Salaita,CO_APPEARS_WITH,1
Ellen Swain,Mary,CO_APPEARS_WITH,4
Harriett Green,Mary,CO_APPEARS_WITH,3
Bill Mischo,Dani Postula,CO_APPEARS_WITH,8
Bill Mischo,Exhibits,CO_APPEARS_WITH,1
Bill Mischo,Jamelle Sharpe,CO_APPEARS_WITH,2
Bill Mischo,Vikram Amar,CO_APPEARS_WITH,1
Dani Postula,Exhibits,CO_APPEARS_WITH,1
Dani Postula,Jamelle Sharpe,CO_APPEARS_WITH,1
Dani Postula,John,CO_APPEARS_WITH,9
Dani Postula,John Wilkin,CO_APPEARS_WITH,13
Dani Postula,Kirstin Dougan,CO_APPEARS_WITH,2
Dani Postula,Lori Mestre,CO_APPEARS_WITH,1
Dani Postula,MJ Han,CO_APPEARS_WITH,4
Dani Postula,Mary Laskowski,CO_APPEARS_WITH,3
Dani Postula,Sarah Williams,CO_APPEARS_WITH,3
Dani Postula,Vikram Amar,CO_APPEARS_WITH,1
Exhibits,Jamelle Sharpe,CO_APPEARS_WITH,1
Exhibits,John,CO_APPEARS_WITH,1
Exhibits,John Wilkin,CO_APPEARS_WITH,1
Exhibits,Kirstin Dougan,CO_APPEARS_WITH,1
Exhibits,Lori Mestre,CO_APPEARS_WITH,1
Exhibits,MJ Han,CO_APPEARS_WITH,1
Exhibits,Mary Laskowski,CO_APPEARS_WITH,1
Exhibits,Sarah Williams,CO_APPEARS_WITH,1
Exhibits,Vikram Amar,CO_APPEARS_WITH,1
Jamelle Sharpe,John,CO_APPEARS_WITH,2
Jamelle Sharpe,John Wilkin,CO_APPEARS_WITH,2
Jamelle Sharpe,Kirstin Dougan,CO_APPEARS_WITH,2
Jamelle Sharpe,Lori Mestre,CO_APPEARS_WITH,2
Jamelle Sharpe,MJ Han,CO_APPEARS_WITH,1
Jamelle Sharpe,Mary Laskowski,CO_APPEARS_WITH,1
Jamelle Sharpe,Sarah Williams,CO_APPEARS_WITH,2
Jamelle Sharpe,Vikram Amar,CO_APPEARS_WITH,1
John,Vikram Amar,CO_APPEARS_WITH,2
John Wilkin,Vikram Amar,CO_APPEARS_WITH,2
Kirstin Dougan,Vikram Amar,CO_APPEARS_WITH,2
Lori Mestre,Vikram Amar,CO_APPEARS_WITH,1
MJ Han,Vikram Amar,CO_APPEARS_WITH,1
Mary Laskowski,Vikram Amar,CO_APPEARS_WITH,2
Sarah Williams,Vikram Amar,CO_APPEARS_WITH,2
Andy Singer,Ellen Swain,CO_APPEARS_WITH,1
Andy Singer,Harriett Green,CO_APPEARS_WITH,1
Andy Singer,Interdisciplinary Scholars Collaboratory Strategy,CO_APPEARS_WITH,1
Andy Singer,JoAnn,CO_APPEARS_WITH,1
Andy Singer,Lori Mestre,CO_APPEARS_WITH,1
Bill,Interdisciplinary Scholars Collaboratory Strategy,CO_APPEARS_WITH,2
Bill Mischo,Interdisciplinary Scholars Collaboratory Strategy,CO_APPEARS_WITH,2
Ellen Swain,Interdisciplinary Scholars Collaboratory Strategy,CO_APPEARS_WITH,2
Harriett Green,Interdisciplinary Scholars Collaboratory Strategy,CO_APPEARS_WITH,2
Interdisciplinary Scholars Collaboratory Strategy,JoAnn,CO_APPEARS_WITH,1
Interdisciplinary Scholars Collaboratory Strategy,Lori Mestre,CO_APPEARS_WITH,2
Chris Quinn,Nancy,CO_APPEARS_WITH,1
Sarah Shreeves,Zoe Revell,CO_APPEARS_WITH,1
Aaron McCollough,Donna Hoffman,CO_APPEARS_WITH,1
Aaron McCollough,Salaita,CO_APPEARS_WITH,1
Aaron McCollough,Steven Salaita,CO_APPEARS_WITH,1
Aaron McCollough,Sue,CO_APPEARS_WITH,1
Beth,Salaita,CO_APPEARS_WITH,1
Beth,Steven Salaita,CO_APPEARS_WITH,1
Donna Hoffman,JoAnn Jacoby,CO_APPEARS_WITH,4
Donna Hoffman,Salaita,CO_APPEARS_WITH,1
Donna Hoffman,Steven Salaita,CO_APPEARS_WITH,1
Donna Hoffman,Sue,CO_APPEARS_WITH,2
Donna Hoffman,Suzanne Chapman,CO_APPEARS_WITH,1
Donna Hoffman,Tom Tom,CO_APPEARS_WITH,1
JoAnn Jacoby,Tom Tom,CO_APPEARS_WITH,4
Lynne Rudasill,Tom Tom,CO_APPEARS_WITH,5
Salaita,Suzanne Chapman,CO_APPEARS_WITH,2
Salaita,Tom Tom,CO_APPEARS_WITH,1
Steven Salaita,Suzanne Chapman,CO_APPEARS_WITH,1
Steven Salaita,Tom Teper,CO_APPEARS_WITH,1
Steven Salaita,Tom Tom,CO_APPEARS_WITH,1
Sue,Suzanne Chapman,CO_APPEARS_WITH,1
Sue,Tom Tom,CO_APPEARS_WITH,3
Sue Searing,Suzanne Chapman,CO_APPEARS_WITH,1
Bill Maher,COVID,CO_APPEARS_WITH,3
COVID,Chris Wiley,CO_APPEARS_WITH,1
COVID,Joe Lenkart,CO_APPEARS_WITH,1
COVID,Killeen,CO_APPEARS_WITH,1
COVID,LCAP,CO_APPEARS_WITH,4
Chris Wiley,LCAP,CO_APPEARS_WITH,6
Killeen,LCAP,CO_APPEARS_WITH,2
Killeen,Mary Laskowski,CO_APPEARS_WITH,3
Bill Maher,Mary Case,CO_APPEARS_WITH,1
Bill Maher,Wendy Lougee,CO_APPEARS_WITH,1
Bill Maher,Wilkin,CO_APPEARS_WITH,2
Bill Mischo,Wendy Lougee,CO_APPEARS_WITH,1
David Ward,Wilkin,CO_APPEARS_WITH,2
Jennifer Teper,Wendy Lougee,CO_APPEARS_WITH,1
Lucretia Williams,Mary Case,CO_APPEARS_WITH,2
Lucretia Williams,Wendy Lougee,CO_APPEARS_WITH,1
Lucretia Williams,Wilkin,CO_APPEARS_WITH,1
Mara Thacker,Mary Case,CO_APPEARS_WITH,2
Mara Thacker,Wendy Lougee,CO_APPEARS_WITH,1
Mary Case,Paula Carns,CO_APPEARS_WITH,2
Mary Case,Wendy Lougee,CO_APPEARS_WITH,1
Mary Case,Wilkin,CO_APPEARS_WITH,1
Paula Carns,Wendy Lougee,CO_APPEARS_WITH,1
Wendy Lougee,Wilkin,CO_APPEARS_WITH,1
David,William Mischo,CO_APPEARS_WITH,1
Heather Murphy,William Mischo,CO_APPEARS_WITH,1
Bill Maher,Julie Bumpus,CO_APPEARS_WITH,1
Bill Maher,Recording- Lucretia Williams,CO_APPEARS_WITH,3
Bill Mischo,Julie Bumpus,CO_APPEARS_WITH,1
Bill Mischo,Recording- Lucretia Williams,CO_APPEARS_WITH,2
Chris Prom,Interdisciplinary Scholars,CO_APPEARS_WITH,1
Chris Prom,Julie Bumpus,CO_APPEARS_WITH,1
Chris Prom,Recording- Lucretia Williams,CO_APPEARS_WITH,2
David,Interdisciplinary Scholars,CO_APPEARS_WITH,1
David,Julie Bumpus,CO_APPEARS_WITH,1
David,Recording- Lucretia Williams,CO_APPEARS_WITH,1
David Ward,Interdisciplinary Scholars,CO_APPEARS_WITH,1
David Ward,Julie Bumpus,CO_APPEARS_WITH,2
David Ward,Recording- Lucretia Williams,CO_APPEARS_WITH,3
Greg Knott,Julie Bumpus,CO_APPEARS_WITH,1
Greg Knott,Lucretia Williams,CO_APPEARS_WITH,1
Greg Knott,Recording- Lucretia Williams,CO_APPEARS_WITH,1
Heidi,Interdisciplinary Scholars,CO_APPEARS_WITH,1
Heidi,Julie Bumpus,CO_APPEARS_WITH,1
Heidi,Recording- Lucretia Williams,CO_APPEARS_WITH,1
Interdisciplinary Scholars,John,CO_APPEARS_WITH,1
Interdisciplinary Scholars,Julie Bumpus,CO_APPEARS_WITH,1
Interdisciplinary Scholars,Lucretia Williams,CO_APPEARS_WITH,1
Interdisciplinary Scholars,Lynne Thomas,CO_APPEARS_WITH,1
Interdisciplinary Scholars,Mara Thacker,CO_APPEARS_WITH,1
Interdisciplinary Scholars,Recording- Lucretia Williams,CO_APPEARS_WITH,1
Jennifer Teper,Julie Bumpus,CO_APPEARS_WITH,1
Jennifer Teper,Recording- Lucretia Williams,CO_APPEARS_WITH,2
John,Julie Bumpus,CO_APPEARS_WITH,2
John,Recording- Lucretia Williams,CO_APPEARS_WITH,1
Julie Bumpus,Lucretia Williams,CO_APPEARS_WITH,1
Julie Bumpus,Lynne Thomas,CO_APPEARS_WITH,1
Julie Bumpus,Mara Thacker,CO_APPEARS_WITH,1
Julie Bumpus,Recording- Lucretia Williams,CO_APPEARS_WITH,1
Julie Bumpus,Tom Teper,CO_APPEARS_WITH,2
Lucretia Williams,Recording- Lucretia Williams,CO_APPEARS_WITH,1
Lynne Thomas,Recording- Lucretia Williams,CO_APPEARS_WITH,3
Mara Thacker,Recording- Lucretia Williams,CO_APPEARS_WITH,2
Recording- Lucretia Williams,Tom Teper,CO_APPEARS_WITH,1
Clara,Harriett Green,CO_APPEARS_WITH,1
Clara,Heidi Imker,CO_APPEARS_WITH,2
Clara,Jamie Carlstone,CO_APPEARS_WITH,1
Clara,Kate Lambaria,CO_APPEARS_WITH,1
Clara,Kirstin Dougan,CO_APPEARS_WITH,1
Clara,MJ Han,CO_APPEARS_WITH,1
Clara,Mary Laskowski,CO_APPEARS_WITH,1
Clara,Nicole Ream-Sotomayor,CO_APPEARS_WITH,1
Clara Chu,Kate Lambaria,CO_APPEARS_WITH,1
Clara Chu,MJ Han,CO_APPEARS_WITH,2
Clara Chu,Nicole Ream-Sotomayor,CO_APPEARS_WITH,1
David Ward,Nicole Ream-Sotomayor,CO_APPEARS_WITH,1
David Ward,Susan Schnuer,CO_APPEARS_WITH,1
Ellen Swain,Jennifer Teper,CO_APPEARS_WITH,1
Ellen Swain,Nicole Ream-Sotomayor,CO_APPEARS_WITH,1
Ellen Swain,Rebecca McGuire,CO_APPEARS_WITH,1
Harriett Green,Jennifer Teper,CO_APPEARS_WITH,1
Harriett Green,Nicole Ream-Sotomayor,CO_APPEARS_WITH,1
Heidi Imker,Kate Lambaria,CO_APPEARS_WITH,1
Heidi Imker,Rebecca McGuire,CO_APPEARS_WITH,1
Heidi Imker,Susan Schnuer,CO_APPEARS_WITH,1
Jamie Carlstone,Kate Lambaria,CO_APPEARS_WITH,1
Jamie Carlstone,Lynne Rudasill,CO_APPEARS_WITH,1
Jamie Carlstone,MJ Han,CO_APPEARS_WITH,1
Jennifer Teper,Kate Lambaria,CO_APPEARS_WITH,1
Jennifer Teper,Nicole Ream-Sotomayor,CO_APPEARS_WITH,1
Jennifer Teper,Rebecca McGuire,CO_APPEARS_WITH,1
Kate Lambaria,Kirstin Dougan,CO_APPEARS_WITH,1
Kate Lambaria,MJ Han,CO_APPEARS_WITH,1
Kate Lambaria,Nicole Ream-Sotomayor,CO_APPEARS_WITH,1
Kate Lambaria,Rebecca McGuire,CO_APPEARS_WITH,1
Kate Lambaria,Sarah Christensen,CO_APPEARS_WITH,1
Kate Lambaria,Susan Schnuer,CO_APPEARS_WITH,1
Kirstin Dougan,Nicole Ream-Sotomayor,CO_APPEARS_WITH,1
Lynne Rudasill,Nicole Ream-Sotomayor,CO_APPEARS_WITH,1
Lynne Rudasill,Sarah Christensen,CO_APPEARS_WITH,1
MJ Han,Nicole Ream-Sotomayor,CO_APPEARS_WITH,1
MJ Han,Rebecca McGuire,CO_APPEARS_WITH,1
MJ Han,Sarah Christensen,CO_APPEARS_WITH,2
MJ Han,Susan Schnuer,CO_APPEARS_WITH,3
Mary Laskowski,Nicole Ream-Sotomayor,CO_APPEARS_WITH,1
Mary Laskowski,Rebecca McGuire,CO_APPEARS_WITH,1
Nicole Ream-Sotomayor,Susan Avery,CO_APPEARS_WITH,1
Mary Laskowski,Suzanne Chapman,CO_APPEARS_WITH,3
Ade,Carissa Phillips,CO_APPEARS_WITH,1
Ade,Ellen Swain,CO_APPEARS_WITH,1
Ade,Jeff Schrader,CO_APPEARS_WITH,1
Ade,John,CO_APPEARS_WITH,1
Ade,Kim,CO_APPEARS_WITH,1
Ade,Lynne Rudasill,CO_APPEARS_WITH,1
Ade,Mary Laskowski,CO_APPEARS_WITH,1
Ade,Nancy,CO_APPEARS_WITH,1
Ade,Paul Diehl,CO_APPEARS_WITH,1
Ade,Sue,CO_APPEARS_WITH,1
Ade,Sue Searing,CO_APPEARS_WITH,1
Carissa Phillips,Kim,CO_APPEARS_WITH,7
Carissa Phillips,Paul Diehl,CO_APPEARS_WITH,2
Chris Prom,Kim,CO_APPEARS_WITH,7
Chris Prom,Paul Diehl,CO_APPEARS_WITH,3
David Ward,Paul Diehl,CO_APPEARS_WITH,3
Ellen Swain,Paul Diehl,CO_APPEARS_WITH,2
Ellen Swain,Sue,CO_APPEARS_WITH,2
Jeff Schrader,Paul Diehl,CO_APPEARS_WITH,1
John,Paul Diehl,CO_APPEARS_WITH,2
Kim,Merinda Hensley,CO_APPEARS_WITH,1
Kim,Paul Diehl,CO_APPEARS_WITH,1
Lynne Rudasill,Paul Diehl,CO_APPEARS_WITH,3
Mary Laskowski,Paul Diehl,CO_APPEARS_WITH,2
Merinda Hensley,Paul Diehl,CO_APPEARS_WITH,1
Nancy,Paul Diehl,CO_APPEARS_WITH,1
Paul Diehl,Paula,CO_APPEARS_WITH,3
Paul Diehl,Paula Kaufman,CO_APPEARS_WITH,3
Paul Diehl,Sue,CO_APPEARS_WITH,3
Paul Diehl,Sue Searing,CO_APPEARS_WITH,3
Paul Diehl,Tom Teper,CO_APPEARS_WITH,3
Carissa Phillips,Skye Arseneau,CO_APPEARS_WITH,1
Chris Wiley,Kit Condill,CO_APPEARS_WITH,3
Joe Lenkart,Kit Condill,CO_APPEARS_WITH,3
Kelli Trei,Kit Condill,CO_APPEARS_WITH,8
Kirstin Johnson,Kit Condill,CO_APPEARS_WITH,2
Kit Condill,Lucretia Williams,CO_APPEARS_WITH,4
Kit Condill,Mara Thacker,CO_APPEARS_WITH,5
Kit Condill,Sarah Williams,CO_APPEARS_WITH,2
Kit Condill,William Maher,CO_APPEARS_WITH,3
Cherie Weible,Heidi Imker,CO_APPEARS_WITH,4
Cherie Weible,Lynne Rudasill,CO_APPEARS_WITH,3
Cherie Weible,Lynne Thomas,CO_APPEARS_WITH,3
Chris Wiley,Erik Chapman,CO_APPEARS_WITH,7
Chris Wiley,Rachel Johns,CO_APPEARS_WITH,6
Chris Wiley,Skye Arseneau,CO_APPEARS_WITH,1
Erik Chapman,Susan Breakenridge,CO_APPEARS_WITH,3
Joe Lenkart,Rachel Johns,CO_APPEARS_WITH,6
Joe Lenkart,Skye Arseneau,CO_APPEARS_WITH,1
Rachel Johns,Skye Arseneau,CO_APPEARS_WITH,2
Rachel Johns,Susan Braxton,CO_APPEARS_WITH,3
Rachel Johns,Susan Breakenridge,CO_APPEARS_WITH,2
Adesida,Chris,CO_APPEARS_WITH,1
Adesida,David,CO_APPEARS_WITH,1
Adesida,David Ward,CO_APPEARS_WITH,1
Adesida,Jeff Schrader,CO_APPEARS_WITH,1
Adesida,Jim Dohle,CO_APPEARS_WITH,1
Adesida,Kim,CO_APPEARS_WITH,1
Adesida,Paula,CO_APPEARS_WITH,1
Adesida,Scott Gill,CO_APPEARS_WITH,1
Adesida,Sue,CO_APPEARS_WITH,1
Adesida,Tom,CO_APPEARS_WITH,1
Beth,Scott Gill,CO_APPEARS_WITH,1
Beth,Wise,CO_APPEARS_WITH,2
Beth Woodard,Scott Gill,CO_APPEARS_WITH,1
Carissa Phillips,Scott Gill,CO_APPEARS_WITH,2
Carissa Phillips,Tom,CO_APPEARS_WITH,10
Chris,Scott Gill,CO_APPEARS_WITH,1
Chris Prom,Scott Gill,CO_APPEARS_WITH,2
David,Kim,CO_APPEARS_WITH,2
David,Scott Gill,CO_APPEARS_WITH,2
David Ward,Scott Gill,CO_APPEARS_WITH,2
Jeff Schrader,Wise,CO_APPEARS_WITH,1
Jim Dohle,Scott Gill,CO_APPEARS_WITH,1
Jim Dohle,Wise,CO_APPEARS_WITH,1
Kim,Sarah Shreeves,CO_APPEARS_WITH,3
Kim,Wise,CO_APPEARS_WITH,1
Lynne Rudasill,Scott Gill,CO_APPEARS_WITH,2
Lynne Rudasill,Wise,CO_APPEARS_WITH,1
Mary Laskowski,Scott Gill,CO_APPEARS_WITH,2
Paula,Scott Gill,CO_APPEARS_WITH,2
Paula Kaufman,Scott Gill,CO_APPEARS_WITH,2
Sarah Shreeves,Scott Gill,CO_APPEARS_WITH,2
Scott Gill,Sue,CO_APPEARS_WITH,1
Scott Gill,Sue Searing,CO_APPEARS_WITH,1
Scott Gill,Tom,CO_APPEARS_WITH,1
Scott Gill,Wise,CO_APPEARS_WITH,1
Sue,Wise,CO_APPEARS_WITH,1
Tom,Wise,CO_APPEARS_WITH,1
Annette Morris,Beth,CO_APPEARS_WITH,1
Annette Morris,Beth Woodard,CO_APPEARS_WITH,1
Annette Morris,Carissa Phillips,CO_APPEARS_WITH,1
Annette Morris,Cher Schneider,CO_APPEARS_WITH,1
Annette Morris,Cherie Weible,CO_APPEARS_WITH,1
Annette Morris,Chris Prom,CO_APPEARS_WITH,1
Annette Morris,David,CO_APPEARS_WITH,1
Annette Morris,David Ward,CO_APPEARS_WITH,2
Annette Morris,Jennifer Hain Teper,CO_APPEARS_WITH,1
Annette Morris,John Wilkin,CO_APPEARS_WITH,1
Annette Morris,Kirstin Dougan,CO_APPEARS_WITH,1
Annette Morris,Laskowski,CO_APPEARS_WITH,1
Annette Morris,Lisa Romero,CO_APPEARS_WITH,1
Annette Morris,Lynne Rudasill,CO_APPEARS_WITH,2
Annette Morris,Mary,CO_APPEARS_WITH,1
Annette Morris,Mary Laskowski,CO_APPEARS_WITH,1
Annette Morris,Michael Norman,CO_APPEARS_WITH,2
Annette Morris,Paula,CO_APPEARS_WITH,1
Annette Morris,Paula Kaufman,CO_APPEARS_WITH,1
Annette Morris,Valerie Hotchkiss,CO_APPEARS_WITH,1
Annette Morris,William Schlaack,CO_APPEARS_WITH,1
Beth,Jennifer Hain Teper,CO_APPEARS_WITH,1
Beth,Laskowski,CO_APPEARS_WITH,1
Beth,William Schlaack,CO_APPEARS_WITH,1
Beth Woodard,Laskowski,CO_APPEARS_WITH,2
Beth Woodard,William Schlaack,CO_APPEARS_WITH,1
Carissa Phillips,Cher Schneider,CO_APPEARS_WITH,1
Carissa Phillips,Cherie Weible,CO_APPEARS_WITH,1
Carissa Phillips,Mary,CO_APPEARS_WITH,6
Carissa Phillips,Valerie Hotchkiss,CO_APPEARS_WITH,1
Carissa Phillips,William Schlaack,CO_APPEARS_WITH,1
Cher Schneider,Chris Prom,CO_APPEARS_WITH,1
Cher Schneider,David,CO_APPEARS_WITH,1
Cher Schneider,David Ward,CO_APPEARS_WITH,2
Cher Schneider,Jennifer Hain Teper,CO_APPEARS_WITH,1
Cher Schneider,Laskowski,CO_APPEARS_WITH,1
Cher Schneider,Lisa Romero,CO_APPEARS_WITH,1
Cher Schneider,Mary,CO_APPEARS_WITH,1
Cher Schneider,Mary Laskowski,CO_APPEARS_WITH,1
Cher Schneider,Michael Norman,CO_APPEARS_WITH,1
Cher Schneider,Paula,CO_APPEARS_WITH,1
Cher Schneider,Valerie Hotchkiss,CO_APPEARS_WITH,1
Cher Schneider,William Schlaack,CO_APPEARS_WITH,1
Cherie Weible,David,CO_APPEARS_WITH,1
Cherie Weible,Laskowski,CO_APPEARS_WITH,1
Cherie Weible,Valerie Hotchkiss,CO_APPEARS_WITH,1
Cherie Weible,William Schlaack,CO_APPEARS_WITH,1
Chris Prom,Valerie Hotchkiss,CO_APPEARS_WITH,2
Chris Prom,William Schlaack,CO_APPEARS_WITH,1
David,Jennifer Hain Teper,CO_APPEARS_WITH,1
David,Michael Norman,CO_APPEARS_WITH,4
David,Valerie Hotchkiss,CO_APPEARS_WITH,2
David,William Schlaack,CO_APPEARS_WITH,1
David Ward,William Schlaack,CO_APPEARS_WITH,1
Jennifer Hain Teper,Laskowski,CO_APPEARS_WITH,1
Jennifer Hain Teper,Lisa Romero,CO_APPEARS_WITH,1
Jennifer Hain Teper,Lynne Rudasill,CO_APPEARS_WITH,2
Jennifer Hain Teper,Mary,CO_APPEARS_WITH,1
