:START_ID(Document),:END_ID(Location),:TYPE
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2014-04-16,DC,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2014-04-16,M.L.S,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2014-04-16,the Mortenson Center,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2014-03-12,Adesida,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2014-03-12,Chicago,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2014-03-12,Manhattan,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2014-03-12,VuFind,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2019-09-18,Berlin,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2019-09-18,Germany,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2019-09-18,Illinois,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2019-09-18,OA,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2019-09-18,SSHEL North,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2019-09-18,n’t,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2014-11-19,Chicago,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2014-11-19,PRC,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2014-11-19,n’t,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_unknown_FacultyMinutes12062017Final-1,Andreas,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_unknown_FacultyMinutes12062017Final-1,Chicago,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_unknown_FacultyMinutes12062017Final-1,IDEALS,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_unknown_FacultyMinutes12062017Final-1,Illinois,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_unknown_FacultyMinutes12062017Final-1,Interdisciplinary Librarianship,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_unknown_FacultyMinutes12062017Final-1,the State of Illinois,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2018-10-10,Minnesota,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2018-10-10,Newton,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2018-10-10,Urbana,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2015-06-23,Admin,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2015-06-23,Libraries,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2015-06-23,Unit Heads,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2012-10-17,Allerton,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2012-10-17,Archon,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2012-10-17,China,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2012-10-17,Homecoming,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2012-10-17,Illinois,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2012-10-17,Japan,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2012-10-17,Michigan,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2012-10-17,Switzerland,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2012-10-17,the United States,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2013-03-13,Adesida,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2013-03-13,B.S.,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2013-03-13,Illinois,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2013-03-13,Kansas,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2013-03-13,PRC,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2013-03-13,n’t,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2013-03-13,the Illini Union,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2013-04-17,Illinois,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2013-04-17,Kyushu Japan,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2013-04-17,New Business,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2019-04-10,Chicago,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2019-04-10,Illinois,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2019-04-10,Indiana,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2019-04-10,VR,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2015-03-11,Germany,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2015-03-11,Greece,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2015-03-11,L.O.A,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2014-09-24,Becky,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2014-09-24,E.C.,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2014-09-24,Illinois,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2014-09-24,Publishing,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_unknown_FacultyMinutes11012017-Final-1,Chicago,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_unknown_FacultyMinutes11012017-Final-1,Illinois,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_unknown_FacultyMinutes11012017-Final-1,Interdisciplinary Librarianship,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2013-10-23,Indiana,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2013-10-23,Michigan,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2013-10-23,New Business,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2013-10-23,Provostʼs,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2013-10-23,Stanford,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2016-03-09,Dougan,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2016-03-09,Dougan‘s,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2016-03-09,MJ,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2015-02-11,Atoma Batoma,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2015-02-11,Bylaws,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2015-02-11,Habing,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2019-10-09,California,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2019-10-09,China,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2019-10-09,Illinois,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2019-10-09,Lucretia,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2019-10-09,• Approved,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2017-04-12,CV,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2017-04-12,Illinois,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2017-04-12,MPAL,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2017-04-12,Oak Street,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2017-04-12,US,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2018-06-13,AUL,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2018-06-13,Carissa,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2018-06-13,Howerton Scholarship,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2018-06-13,LAS,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2018-06-13,London,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2018-06-13,Shanghai,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_unknown_Facutly-Meeting-Minutes-04-15-2015,Illinois,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_unknown_Facutly-Meeting-Minutes-04-15-2015,Preservation,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2019-11-11,Costa Rica,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2019-11-11,Virginia,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2013-02-06,Bethany,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2013-02-06,Bhutan,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2013-02-06,DC,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2013-02-06,Ghana,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2013-02-06,India,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2013-02-06,Indonesia,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2013-02-06,Latvia,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2013-02-06,Nepal,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2013-02-06,New Business,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2013-02-06,Nigeria,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2013-02-06,Romania,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2013-02-06,South Africa,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2013-02-06,Tanzania,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2013-02-06,Uganda,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2013-02-06,Washington,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2016-12-07,Illinois,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2016-12-07,Merinda,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2016-12-07,PRC,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2015-09-23,South Gregory,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2015-09-23,Springfield,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2015-09-23,Urbana,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2017-09-13,Handshake,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2017-09-13,MD,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2017-09-13,Parliamentarian,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2013-11-20,Chicago,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2013-11-20,Illinois,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2013-11-20,Springfield,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2017-06-21,Cindy,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2017-06-21,OVCR,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2017-06-21,UG,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2016-09-21,Humanities,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2016-09-21,Montreal,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2016-09-21,New Business,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2016-09-21,PRC,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2016-02-10,Quinn Ferris,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2016-02-10,Rimkus,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2018-12-05,Minnesota,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2018-12-05,Newton,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2018-12-05,Urbana,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2015-12-02,KANOPY,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2017-02-08,Chicago,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2017-02-08,PRC,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2017-02-08,San Diego,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2018-04-11,AUL,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2018-04-11,Center,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2019-03-06,Chicago,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2019-03-06,Illinois,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2019-03-06,Indiana,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2019-03-06,VR,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2018-03-14,Altgeld,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2018-03-14,MPAL,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2018-03-14,Main,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2018-03-14,Outlook,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2018-03-14,Provost,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2014-07-09,Chicago,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2014-07-09,DC,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2014-07-09,M.L.S,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2014-07-09,the Mortenson Center,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2012-09-19,Libraries,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2012-09-19,Michigan,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2013-09-26,Atoma Batoma,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2013-09-26,Brussels,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2013-09-26,Indianapolis,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2013-09-26,RA,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2013-09-26,Springfield,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2019-06-12,California,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2019-06-12,Chicago,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2019-06-12,Gold OA,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2019-06-12,Illinois,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2019-06-12,Librarianship,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2019-06-12,OA,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2019-06-12,PRC,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2019-06-12,US,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2019-06-12,go.library.illinois.edu/undergrad,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2019-06-12,keywords)—12%,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2012-11-14,B.S.,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2012-11-14,M.S.,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2012-11-14,New Business,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2012-11-14,OVCR,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2019-02-06,Merinda,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2019-02-06,Michigan,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2019-02-06,UG,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2019-02-06,US,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2018-09-12,Merinda,MENTIONS
